task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
48,helper function extraction;two pointer;while loop;early return;temporary variable;tuple unpacking,helper function extraction; loop rewrite; slicing; builtin function,helper function extraction;recursion;recursion with base case;slicing;early return;guard clause;boundary case handling;type hint,helper function extraction;stack-based;accumulator list;early return,function extraction; type hint; import reorganization; data structure change; while loop; builtin function; early return; two pointer
49,builtin function; loop rewrite; temporary variable; helper function extraction,helper function extraction; variable renaming; literal rewrite,loop rewrite;recursion;recursion with base case;helper function extraction,helper function extraction;recursion;recursion with base case;early return;divide and conquer;mathematical formula;nested conditional;function definition,helper function extraction; parameter renaming; builtin function; slicing; enumerate loop; algorithmic optimization; modular exponentiation; type conversion
50,accumulator string; for loop; conditional expression; behavior change; input validation; default value handling; type conversion,helper function extraction; for loop; accumulator list; temporary variable; conditional expression; mathematical formula; join/split usage; behavior change; robustness,function renaming; temporary variable; slicing; builtin function; behavior change; type conversion,function renaming; parameter renaming; accumulator string; for loop; conditional; builtin function; conditional expression; temporary variable; mathematical formula; in-place mutation; behavior change; robustness; default value handling,function renaming; parameter renaming; literal rewrite; temporary variable; conditional expression; builtin function; behavior change; mathematical formula
51,helper function extraction; variable renaming; temporary variable; literal rewrite; behavior change,helper function extraction; set conversion; temporary variable; builtin function; lambda expression; membership test; algorithmic optimization,helper function extraction; for loop; accumulator string; temporary variable; membership test; literal rewrite,helper function extraction; temporary variable; literal rewrite; generator expression; membership test,helper function extraction; import reorganization; regex usage; standard library helper; literal rewrite
52,function definition; type hints; variable renaming; loop rewrite; builtin function; generator expression,helper function extraction; function renaming; variable renaming,builtin function;loop rewrite;early return;conditional expression,helper function extraction; loop rewrite; builtin function; lambda expression; reversed condition,function definition; parameter renaming; loop rewrite; generator expression; builtin function; behavior change
53,helper function extraction; function renaming; type hint addition,function definition;type annotation;temporary variable;for loop;builtin function;conditional;in-place mutation;algorithmic change,function definition; function renaming; type annotation; builtin function; list conversion,function definition; type check; helper function extraction; recursion; recursion with base case; mathematical formula,function definition;type hint;while loop;mathematical formula;bitwise arithmetic
54,helper function extraction; function renaming; sorting-based approach; behavior change; set conversion,helper function extraction; function renaming; parameter renaming; type check,behavior change; helper function extraction; parameter renaming; accumulator dict; for loop; dictionary lookup; in-place mutation,behavior change; helper function extraction; early return; guard clause; temporary variable; accumulator dict; frequency counting; loop rewrite; dictionary lookup; type conversion,function definition; type annotation; library import; standard library helper; frequency counting; behavior change
55,recursion; loop rewrite; accumulator list; input validation; behavior change; error suppression,loop rewrite; recursion; temporary variable; tuple unpacking; input validation; behavior change; type hint,input validation; behavior change; combined condition; base case handling; type hint,function definition; type hint; input validation; behavior change; combined condition; recursion with base case; for loop; accumulator dict; dynamic programming,mathematical formula; input validation; behavior change; combined condition; temporary variable; builtin function
56,helper function extraction; variable renaming; accumulator list; stack-based; guard clause; early return; membership test,function definition; variable renaming; parameter renaming; type hint; behavior change,function definition;type hint;frequency counting;early return;algorithmic change;index-based loop;membership test;combined condition,recursion; helper function extraction; recursion with base case; parameter renaming; early return,function definition; standard library helper; data structure change; queue-based; early return; guard clause; temporary variable
57,function definition; parameter renaming; type hint; algorithmic optimization; space optimization; temporary variable; index-based loop,helper function extraction; function renaming; type conversion; builtin function; generator expression; index-based loop; flattened conditional; algorithmic change,helper function extraction; early return; boundary case handling; temporary variable; for loop; behavior change,helper function extraction; function renaming; type check; flattened conditional,helper function extraction; state variable; for loop; index-based loop; early return; combined condition; temporary variable; algorithmic optimization
58,set conversion; set intersection; list conversion; builtin function; flattened conditional; helper function extraction,set conversion; list comprehension; membership test; loop rewrite; helper function extraction,helper function extraction;set conversion;membership test;loop rewrite;variable renaming,set conversion; list comprehension; membership test; temporary variable; loop rewrite; algorithmic optimization,helper function extraction; accumulator list; combined condition; membership test; explicit uniqueness check
59,function renaming; type hinting; parameter renaming; mathematical formula; loop rewrite; early return; algorithmic optimization,function renaming; algorithmic change; loop rewrite; in-place mutation; type conversion,function renaming; type conversion; loop rewrite; accumulator list; mathematical formula,function renaming; helper function extraction; algorithmic change; optimization; accumulator list; temporary variable; while loop; type hinting; integer division; membership test,sieve of eratosthenes; helper function inlining; accumulator list; list comprehension; early return; loop rewrite; mathematical formula; variable renaming; function renaming; type conversion
60,mathematical formula; function definition; type hint,helper function extraction; temporary variable; for loop; in-place mutation; builtin function,helper function extraction; function renaming; type check; literal rewrite; behavior change,helper function extraction;recursion;recursion with base case;accumulator variable;guard clause,helper function extraction; function renaming; parameter renaming; loop rewrite; while loop; accumulator variable; temporary variable; builtin function removal
61,function renaming; parameter renaming; variable renaming; stack-based; temporary variable; data structure; early return; guard clause; membership test,variable renaming; helper function extraction; type hint; literal rewrite,helper function extraction; variable renaming,variable renaming; early return; guard clause; builtin function; behavior change; pre-condition check`,recursion;helper function extraction;loop rewrite;guard clause;parameter renaming
62,helper function extraction; slicing; builtin function; type hint,function definition; map/filter usage; lambda expression; slicing; builtin function,function definition; loop rewrite; accumulator list; temporary variable; slicing,function definition; guard clause; boundary case handling; loop rewrite,helper function extraction; type hint; list comprehension; for loop; accumulator list; enumerate loop; index-based loop; slicing; loop rewrite
63,recursion;dynamic programming;loop rewrite;combined condition;state variable;tuple unpacking,dynamic programming; loop rewrite; accumulator list,memoization; helper function extraction; dictionary lookup; recursion with base case,dynamic programming; memoization; loop rewrite; for loop; index-based loop; accumulator list; combined condition; early return,mathematical formula;divide and conquer;recursion with base case;helper function extraction;flattened conditional
64,helper function extraction; type conversion; slicing; early return; combined condition; literal rewrite,function definition; variable renaming; literal rewrite; type conversion; loop rewrite; accumulator variable,function definition;in-place mutation;builtin function;literal rewrite;variable renaming;conditional expression;simplified condition,builtin function;for loop;enumerate loop;accumulator variable;flattened conditional;combined condition,function renaming;builtin function;string formatting change;for loop;accumulator variable;conditional expression;membership test
65,variable renaming;behavior change;flattened conditional;slicing,function definition; variable renaming; mathematical formula; early return; behavior change`,function definition; variable renaming; behavior change; conditional expression; list comprehension; join/split usage,helper function extraction; variable renaming; behavior change; mathematical formula; loop rewrite; accumulator string; removed conditional,helper function extraction; variable renaming; behavior change; list conversion; join/split usage; slicing
66,function definition;variable renaming;generator expression;flattened conditional;guard clause,function definition; accumulator variable; for loop; in-place mutation; conditional statement; empty input handling,helper function extraction; builtin function; map/filter usage; flattened conditional; empty input handling,function renaming; for loop; index-based loop; accumulator variable; in-place mutation; nested conditional,helper function extraction;map/filter usage;lambda expression;flattened conditional;empty input handling
67,regex usage;map/filter usage;standard library helper,string formatting change; behavior change; list comprehension; loop rewrite; robustness change,behavior change; algorithmic simplification; temporary variable; string split; type conversion,helper function extraction; variable renaming; standard library helper; regex usage; list comprehension,variable renaming; accumulator string; loop rewrite; string parsing logic change; boundary case handling
68,function definition;list comprehension;enumerate loop;conditional expression;builtin function;empty input handling,accumulator list; builtin function; lambda expression; temporary variable; sentinel flag; for loop; enumerate loop; combined condition; conditional expression; single pass iteration; empty input handling,list comprehension;enumerate loop;builtin function;lambda expression;sort key;behavior change;early return;empty input handling,loop rewrite; enumerate loop; temporary variable; sentinel flag; combined condition; conditional expression; early return; flattened conditional,enumerate loop;for loop;accumulator list removal;temporary variable;state variable;conditional expression;early return removal;sentinel flag;single pass optimization
69,function definition;algorithmic change;frequency counting;loop rewrite;early return;builtin function,function definition;accumulator dict;dictionary lookup;default value handling;sorting-based approach;early return,helper function extraction; function renaming; parameter renaming; data structure change; dictionary lookup; membership test; combined condition; loop rewrite; early return; default value handling; frequency counting,helper function extraction; accumulator dict; frequency counting; builtin function; sort key; lambda expression; early return; behavior change,standard library helper;frequency counting;sorting-based approach;early return;loop rewrite;function definition;variable renaming
70,empty input handling; early return; builtin function; sorting-based approach; temporary variable; variable renaming; list conversion; branch reordering; guard clause,function renaming; variable renaming; guard clause; flattened conditional; temporary variable,algorithmic change; sorting-based approach; two pointer; in-place mutation; builtin function; early return; empty input handling; temporary variable; accumulator list; loop rewrite,function definition; empty input handling; sorting-based approach; index-based loop; conditional logic simplification; slicing; temporary variable; behavior change,helper function extraction; input validation; sorting-based approach; algorithmic optimization; temporary variable; accumulator list; loop rewrite; state variable removal; builtin function; slicing
71,helper function extraction; accumulator list; in-place mutation; sorting-based approach; combined condition; reversed condition; builtin function; membership test,helper function extraction; reversed condition; standard library helper; import reorganization,helper function extraction;reversed condition;guard clause;nested conditional,list conversion; in-place mutation; sorting-based approach; mathematical formula; builtin function; nested conditional,helper function extraction;reversed condition;flattened conditional;mathematical formula;builtin function
72,function definition; slicing; builtin function; combined condition; conditional expression; loop rewrite,function definition; slicing; builtin function; branch reordering; conditional expression,variable renaming; branch reordering; helper function extraction; conditional expression,function definition;builtin function;generator expression;reversed condition;combined condition;flattened conditional;temporary variable;loop rewrite,function renaming; helper function extraction; slicing; combined condition; branch reordering; conditional expression; builtin function
73,helper function extraction; variable renaming; loop rewrite; two pointer,helper function extraction; variable renaming; literal rewrite,helper function extraction; loop rewrite; generator expression; builtin function; zip usage; slicing; mathematical formula,function renaming; temporary variable; slicing; list reversal; zip usage; generator expression; builtin function; loop rewrite,helper function extraction;recursion;loop rewrite;two pointer;function renaming;parameter renaming
74,loop rewrite; generator expression; builtin function; conditional expression; tuple unpacking; variable renaming; helper function extraction,helper function extraction; loop rewrite; map/filter usage; builtin function; temporary variable,helper function extraction;generator expression;builtin function;loop rewrite;conditional expression;function definition,helper function extraction; builtin function; generator expression; conditional expression; temporary variable,helper function extraction;functools reduce;lambda expression;conditional expression;loop rewrite;standard library helper
75,function encapsulation; guard clause; mathematical formula; algorithmic optimization; type conversion; list comprehension; accumulator list; pre-computation; loop rewrite,algorithmic change; helper function extraction; algorithmic optimization; boundary case handling; early return; accumulator variable; in-place mutation; variable renaming,helper function extraction; mathematical formula; boundary case handling; list comprehension; precomputation; recursion; recursion with base case; factorization-based approach; early return; behavior change,function renaming; helper function extraction; input validation; mathematical formula; algorithmic optimization; generator expression; set conversion; membership test; early return; branch reordering; behavior change,helper function extraction;recursion;recursion with base case;mathematical formula;early return;boundary case handling;combined condition;parameter renaming;loop rewrite;algorithmic optimization
76,helper function extraction; parameter renaming; input validation; combined condition; algorithmic change; mathematical formula; builtin function; loop rewrite,function extraction; input validation; boundary case handling; combined condition; early return; loop rewrite; mathematical formula,mathematical formula; builtin function; input validation; boundary case handling; early return; combined condition,function renaming; variable renaming; input validation; boundary case handling; combined condition; default value handling; accumulator; in-place mutation,mathematical formula; builtin function; loop rewrite; guard clause; input validation; boundary case handling; combined condition; early return; import reorganization; function definition
77,function renaming; parameter renaming; brute force; while loop; early return; guard clause; mathematical formula; temporary variable,function definition;behavior change;type conversion;literal rewrite;library import,function renaming; parameter renaming; conditional expression; in-place mutation; temporary variable; while loop; early return; brute force; mathematical formula,helper function extraction; standard library helper; mathematical formula; function renaming,function renaming;mathematical formula;brute force;while loop;early return;flattened conditional;temporary variable;builtin function;behavior change
78,set conversion; generator expression; builtin function; loop rewrite; accumulator variable,loop rewrite; generator expression; builtin function; literal rewrite; membership test,set conversion; variable renaming; for loop,helper function extraction;mathematical formula;type check;type conversion;generator expression;builtin function;loop rewrite;membership test;early return,behavior change; helper function extraction; dictionary lookup; generator expression; builtin function; mathematical formula; loop rewrite; guard clause; constant definition
