task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
26,state variable; list conversion; exception handling; error suppression; list comprehension; in-place mutation; try-except wrapper,list conversion; slicing; exception handling; try-except wrapper; behavior change; in-place mutation,standard library helper;data structure change;builtin function;exception handling;error suppression;behavior change;list comprehension,state variable; list conversion; loop rewrite; exception handling; behavior change; list comprehension; accumulator list; type conversion,list conversion; slicing; loop rewrite; exception handling; list comprehension removal; accumulator list; in-place mutation
27,state variable;set conversion;mathematical formula;membership test;exception handling;behavior change;temporary variable;in-place mutation,exception handling;behavior change;temporary variable;mathematical formula;flattened conditional,derived state variable; formatting only; behavior change; exception handling; flattened conditional; temporary variable; mathematical formula; membership test; in-place mutation,formatting only; state variable; set conversion; behavior change; exception handling; membership test; mathematical formula,exception handling;behavior change;temporary variable;mathematical formula
28,state variable;string formatting change;join/split usage;list conversion;behavior change;conditional expression,state variable;standard library helper;loop rewrite;f-string;behavior change;conditional expression,state variable;formatting only;generator expression;join/split usage;list conversion;behavior change;literal rewrite;conditional expression,state variable;behavior change;conditional expression;join/split usage;generator expression,state variable;resource management change;join/split usage;generator expression;behavior change;string formatting change;conditional expression
29,standard library helper; variable renaming; builtin function,standard library helper;builtin function;slicing;algorithmic optimization,temporary variable; branch reordering; standard library helper; variable renaming; list comprehension; dictionary lookup,standard library helper; list comprehension,temporary variable; branch reordering; standard library helper; frequency counting; dictionary lookup; variable renaming
30,behavior change; slicing,string formatting change; builtin function; temporary variable; generator expression; mathematical formula; behavior change; literal rewrite,documentation; mathematical formula; temporary variable; behavior change,docstring addition; mathematical formula; generator expression; temporary variable; standard library helper; slicing; builtin function,mathematical formula; temporary variable; behavior change; literal rewrite
31,standard library helper; zip usage; loop rewrite; behavior change; mathematical formula; literal rewrite; variable renaming,import reorganization; standard library helper,mathematical formula;behavior change;temporary variable;list comprehension,library usage; algorithmic simplification; data structure change; formatting only,zip usage; behavior change; conditional expression; mathematical formula; temporary variable; early return; list comprehension; variable renaming
32,variable renaming; conditional expression; literal rewrite; mathematical formula; accumulator list; accumulator string; loop rewrite; algorithmic change; behavior change,variable renaming;accumulator string;string slicing;string indexing;literal rewrite;loop rewrite;list conversion;string concatenation;algorithmic change,variable renaming;conditional expression;flattened conditional;literal rewrite;behavior change;algorithmic change;accumulator string;loop rewrite,variable renaming; conditional expression; literal rewrite; behavior change; accumulator list; temporary variable; algorithmic rewrite; string slicing; list conversion,variable renaming;conditional expression;literal rewrite;loop rewrite;accumulator list;accumulator string
33,variable renaming;behavior change;temporary variable;flattened conditional;split condition;truthiness check,variable renaming;redundant assignment removal;conditional expression simplification;boundary case handling;behavior change;nested conditional;list comprehension;set conversion,variable renaming;behavior change;flattened conditional;generator expression;set comprehension,variable renaming;literal rewrite;conditional expression;branch reordering;behavior change;temporary variable;generator expression;loop rewrite;set conversion,variable renaming;behavior change;default value handling;generator expression;loop rewrite;literal rewrite
34,state variable; accumulator string; behavior change; variable renaming; temporary variable; exception handling; loop rewrite,variable renaming; accumulator list; accumulator string; join/split usage; behavior change; exception handling; temporary variable; dictionary lookup; nested conditional; default value handling; input validation; string formatting change;,state variable;list comprehension;behavior change;exception handling;variable renaming;loop rewrite;temporary variable;literal rewrite,behavior change; builtin function; context manager usage; temporary variable; variable renaming; exception handling; loop rewrite; dictionary lookup; nested conditional,state variable;variable renaming;behavior change;temporary variable;exception handling;builtin function;dictionary lookup
35,formatting only;accumulator list;behavior change,enumerate loop; membership test; builtin function; accumulator set; set conversion; type conversion; map/filter usage; tuple unpacking; branch reordering; early return,enumerate loop;variable renaming;data structure removal;list comprehension;membership test,enumerate loop;membership test;builtin function;loop rewrite;accumulator set;type conversion;variable renaming;behavior change,enumerate loop; builtin function; behavior change; data structure removal
36,guard clause; flattened conditional; behavior change; for loop; literal rewrite; generator expression; builtin function; loop rewrite,early return;flattened conditional;behavior change;enumerate loop;in-place mutation;literal rewrite;generator expression;builtin function;loop rewrite;slicing,formatting only; early return; reversed condition; behavior change; temporary variable; loop rewrite; conditional expression; builtin function; generator expression; sort key; lambda expression; slicing; in-place mutation,early return;behavior change;loop rewrite;redundant check removal;conditional expression;builtin function;generator expression;slicing;sentinel flag,early return; behavior change; enumerate loop; builtin function; generator expression; sort key; lambda expression; slicing; in-place mutation; conditional expression
37,variable renaming; conditional expression; parameter renaming; literal rewrite; early return; accumulator list; join/split usage,variable renaming; conditional expression; flattened conditional; literal rewrite; parameter renaming; accumulator list; join/split usage; guard clause; temporary variable removal; loop rewrite,literal rewrite; string formatting change; conditional expression; variable renaming; parameter renaming; accumulator list; accumulator string; early return; sentinel flag; join/split usage,variable renaming; conditional expression; flattened conditional; parameter renaming; literal rewrite; early return; accumulator list; loop rewrite; index-based loop; string formatting change,parameter renaming; variable renaming; literal rewrite; conditional expression; temporary variable; accumulator string; early return; guard clause; loop rewrite; accumulator list
38,state variable; exception handling; f-string; behavior change; error suppression; list comprehension; in-place mutation; empty input handling; string formatting change; literal rewrite; branch reordering;,variable renaming;list comprehension;exception handling;f-string;default value handling;behavior change;in-place mutation;guard clause;index-based loop;string formatting change;type conversion,library usage; behavior change; exception handling; loop rewrite; empty input handling; in-place mutation; f-string; parameter renaming; literal rewrite,state variable; variable renaming; list comprehension; exception handling; behavior change; error suppression; parameter renaming; string formatting change; flattened conditional; type conversion; input validation,state variable;exception handling;f-string;behavior change;list comprehension;guard clause;empty input handling;string formatting change;in-place mutation;type conversion;literal rewrite;
39,dictionary lookup; data structure change; behavior change; type conversion; helper function call reordering; membership test; literal rewrite; sentinel flag removal; loop rewrite; string concatenation; regex removal; input validation;,data structure change; literal rewrite; variable renaming; loop rewrite; type conversion; algorithmic change; behavior change; helper function extraction; string formatting change; conditional expression; branch reordering; empty input,data structure change; literal rewrite; helper function call reordering; loop rewrite; behavior change; type conversion; variable renaming; algorithmic change; string formatting change; regex removal; control flow simplification,data structure change; variable renaming; behavior change; type conversion; algorithmic change; bug fix; branch reordering; dictionary lookup; membership test; helper function extraction; string formatting change; literal,behavior change; data structure change; dictionary lookup; variable renaming; deque usage; membership test; conditional expression; temporary variable; type conversion; function call reordering; string formatting change; regex usage;
40,literal rewrite; formatting only; nested conditional; temporary variable; dictionary lookup; branch reordering,data structure simplification; formatting only; conditional expression; temporary variable; dictionary lookup,literal rewrite;dictionary lookup;formatting only;temporary variable;nested conditional;early return;conditional expression;branch reordering,literal rewrite; formatting only; helper function extraction; dictionary lookup; conditional expression; early return; branch reordering; temporary variable`,data structure change; dictionary lookup; lambda expression; constant extraction; nested conditional; early return; temporary variable removal
41,variable renaming; reversed condition; guard clause; loop rewrite; branch reordering,guard clause; early return; variable renaming; loop rewrite; for loop; while loop,guard clause; reversed condition; variable renaming; combined condition; temporary variable; literal rewrite,variable renaming;guard clause;loop rewrite;algorithmic;consecutive count,guard clause; reversed condition; variable renaming; accumulator list; early return
42,membership test; behavior change; combined condition; flattened conditional; guard clause; default value handling,membership test; combined condition; guard clause; builtin function; behavior change; temporary variable; empty input handling,membership test; temporary variable; behavior change; builtin function; flattened conditional; guard clause; combined condition; literal rewrite; default value handling,membership test; reversed condition; flattened conditional; early return; temporary variable; behavior change; nested conditional; combined condition; dictionary lookup; sentinel flag; builtin function,membership test; combined condition; flattened conditional; early return; behavior change; temporary variable; default value handling; builtin function`
43,flattened conditional;behavior change;loop rewrite;formatting only,reversed condition; flattened conditional; behavior change; literal rewrite; builtin function; in-place mutation; early return; dictionary lookup; dict comprehension,early return; guard clause; reversed condition; behavior change; literal rewrite; flattened conditional; builtin function; membership test; loop rewrite; dictionary lookup; default value handling; dict comprehension; dictionary unpacking,early return; guard clause; reversed condition; behavior change; flattened conditional; dictionary lookup; builtin function; dict comprehension; dictionary unpacking,reversed condition; flattened conditional; behavior change; builtin function; membership test; early return; dictionary lookup; type conversion; formatting only
44,literal rewrite; empty input handling; behavior change; variable renaming; early return,builtin function; join/split usage; map/filter usage; code removal; behavior change; parser change; empty input handling; redundant code removal; simplified logic; loop rewrite; temporary variable,behavior change; builtin function; literal rewrite; input validation; loop rewrite; temporary variable,behavior change; builtin function; list comprehension; removed code; library usage change; loop rewrite; simplified logic; redundant code removal,behavior change; loop rewrite; builtin function; dead code removal
45,import reorganization; documentation addition,import reorganization; literal rewrite; try-except wrapper; exception handling; f-string; behavior change,import reorganization; string formatting change; behavior change; builtin function,import reorganization; documentation addition; exception handling; try-except wrapper; behavior change,import reorganization; string formatting change; behavior change; builtin function; standard library helper
46,string formatting change;variable renaming;literal rewrite;behavior change;boundary case handling;mathematical formula;combined condition;nested conditional;loop rewrite,formatting only; variable renaming; builtin function; lambda expression; search algorithm; boundary case handling; default value handling; nested conditional; behavior change; robustness; zip usage,numpy usage; list conversion; enumerate loop; zip usage; standard library helper; boundary case handling; mathematical formula; docstring addition; class docstring addition`,standard library helper;type conversion;docstring addition,string formatting change;variable renaming;loop rewrite;sorting-based approach;in-place mutation;behavior change;boundary case handling;nested conditional;flattened conditional
47,variable renaming;combined condition;generator expression;helper function inlining,map/filter usage;builtin function;type conversion;combined condition;exception handling;try-except wrapper;generator expression;loop rewrite`,standard library helper; exception handling; behavior change; generator expression; helper function inlining,variable renaming;temporary variable;combined condition;input validation;early return;generator expression;helper function inlining,variable renaming; combined condition; algorithmic; while loop; accumulator string; builtin function
48,standard library helper;exception handling;temporary variable;import reorganization;type conversion;behavior change,standard library helper;behavior change;exception handling,builtin function;join/split usage;for loop;input validation;early return;type conversion;boundary case handling;exception handling;temporary variable,regex usage;builtin function;behavior change;try-except wrapper;temporary variable,import reorganization;temporary variable
49,temporary variable; input validation; error suppression; list comprehension; behavior change; string formatting change; helper function inlining; builtin function; any/all usage,temporary variable; list comprehension; copy before mutation; behavior change; string formatting change; helper function inlining; any/all usage; membership test,data structure change; list comprehension; behavior change; helper function inlining; any/all usage; dictionary lookup; input validation; membership test; literal rewrite; split condition,temporary variable; exception handling; try-except wrapper; list comprehension; behavior change; helper function inlining; all/any usage,temporary variable; builtin function; lambda expression; list conversion; behavior change; loop rewrite; helper function inlining; any/all usage; generator expression
50,variable renaming;temporary variable;exception handling;f-string;error suppression;behavior change;guard clause,variable renaming;temporary variable;exception handling;f-string;behavior change;guard clause;builtin function;default value handling,variable renaming;builtin function;temporary variable;exception handling;f-string;behavior change;input validation;early return;dict comprehension;copy before mutation,variable renaming;exception handling;f-string;builtin function;behavior change;early return;guard clause;dict comprehension;copy before mutation,variable renaming;state variable;exception handling;f-string;guard clause;behavior change
51,variable renaming;literal rewrite;list comprehension;builtin function;mathematical formula;data structure change,list comprehension; numpy removal; variable renaming; mathematical formula; type conversion; loop rewrite,variable renaming;builtin function;loop rewrite;mathematical formula;algorithmic change;parameter usage change;type conversion;constant renaming,variable renaming;literal rewrite;builtin function;list comprehension;mathematical formula;behavior change,type conversion; builtin function; loop rewrite; mathematical formula; behavior change; variable renaming; unused parameter; simplified calculation
52,variable renaming;state variable;dictionary lookup;slicing;default value handling;list comprehension,variable renaming;literal rewrite;list comprehension;tuple unpacking;behavior change;algorithmic change,list comprehension;helper function extraction;variable renaming;branch reordering;behavior change;literal rewrite,state variable; dictionary lookup; helper function extraction; list comprehension; loop rewrite; variable renaming; string formatting change,variable renaming;helper function extraction;list comprehension;loop rewrite;builtin function;string formatting change
53,builtin function;behavior change;variable renaming,builtin function;generator expression;sort key;default value handling;regex usage;behavior change,set conversion;builtin function;behavior change,regex usage; builtin function; behavior change; method chaining,set conversion; builtin function; list comprehension; membership test; sort key; default value handling; behavior change
54,list comprehension; for loop; tuple unpacking; combined condition; flattened conditional; early return; temporary variable; loop rewrite,tuple unpacking; combined condition; flattened conditional; temporary variable; constant renaming; list conversion; behavior change,list comprehension;for loop;tuple unpacking;combined condition;flattened conditional;conditional expression;stack-based;queue-based;algorithmic;branch reordering;any/all usage;generator expression,temporary variable; tuple unpacking; combined condition; flattened conditional; algorithmic change; data structure change; list comprehension; builtin function,loop rewrite;tuple unpacking;combined condition;flattened conditional;stack-based;queue-based;any/all usage;generator expression
55,join/split usage;literal rewrite;temporary variable;algorithmic;formatting only,formatting only; recursion; loop rewrite; while loop; helper function extraction; join/split usage; string formatting change; temporary variable; variable renaming; f-string; method renaming,loop rewrite;parameter renaming;combined condition;behavior change;join/split usage;slicing;string formatting change;builtin function;temporary variable,documentation added; recursion; loop rewrite; while loop; accumulator variable; join/split usage; slicing; string formatting change; temporary variable; variable renaming; conditional expression,recursion; loop rewrite; builtin function; join/split usage; string formatting change; temporary variable; variable renaming; conditional expression; f-string; documentation added; behavior change
56,flattened conditional; literal rewrite; behavior change,nested conditional; literal rewrite; behavior change,loop rewrite;generator expression;builtin function;temporary variable;literal rewrite;behavior change;robustness regression,index-based loop; zip usage; flattened conditional; literal rewrite; behavior change,literal rewrite;index-based loop;accumulator list;temporary variable;behavior change;formatting only;empty input handling removal;redundant computation removal
57,behavior change; type check; exception handling; list comprehension; builtin function; mathematical formula; loop rewrite; temporary variable; guard clause; early return; membership test,helper function extraction;list comprehension;builtin function;mathematical formula;exception handling;default value handling;type conversion;membership test;literal rewrite;flattened conditional;branch reordering;parameter,helper function extraction;list comprehension;builtin function;exception handling;default value handling;type check;flattened conditional;array conversion;membership test;mathematical formula;loop rewrite;early return;input,helper function extraction; algorithmic change; parameter renaming; builtin function; try-except wrapper; enumerate loop; behavior change; library removal; empty input handling; input validation,helper function extraction;list comprehension;builtin function;exception handling;type conversion;membership test;variable renaming;parameter renaming;mathematical formula;early return;guard clause;flattened conditional;loop rewrite
58,accumulator set;while loop;membership test;loop rewrite;nested loop;list comprehension;string formatting change;boundary case handling;algorithmic change;literal rewrite;variable renaming;tuple unpacking;temporary,variable renaming;while loop;membership test;set conversion;list comprehension;conditional expression;literal rewrite;algorithmic change;boundary case handling;stack-based;graph traversal;helper function extraction;early,variable renaming;literal rewrite;string formatting change;accumulator set;while loop;membership test;tuple unpacking;loop rewrite;algorithmic change;boundary case handling;helper function extraction;recursion;behavior,variable renaming; list comprehension; while loop; membership test; temporary variable; loop rewrite; flattened conditional; literal rewrite; behavior change; in-place mutation; queue-based; breadth-first search;,set conversion;while loop;accumulator set;loop rewrite;combined condition;string formatting change;boundary case handling;frequency counting;data structure change;literal rewrite;stack-based;helper function
59,behavior change; builtin function; temporary variable; guard clause; loop rewrite; boundary case handling; numpy indexing change; split condition,builtin function;behavior change;temporary variable;generator expression;default value handling;guard clause;input validation;split condition;loop rewrite;slicing;list comprehension,behavior change; builtin function; temporary variable; input validation; numpy indexing; split loop; early return; combined condition; reversed condition,behavior change; temporary variable; generator expression; builtin function; guard clause; any/all usage; list comprehension; input validation; flattened conditional; slicing,behavior change; builtin function; temporary variable; numpy indexing; input validation; guard clause; any/all usage; generator expression; list comprehension; combined condition
60,literal rewrite; behavior change; temporary variable,literal rewrite;temporary variable;formatting only,temporary variable; state variable; literal rewrite; behavior change,state variable;temporary variable;literal rewrite;behavior change,constant renaming;data structure;literal rewrite;string formatting change;join/split usage;behavior change;temporary variable
61,variable renaming; state variable; behavior change; conditional expression; early return; mathematical formula; modulo arithmetic; standard library helper,behavior change; conditional expression; flattened conditional; literal rewrite; early return; mathematical formula; boundary case handling; membership test,state variable; variable renaming; data structure change; behavior change; conditional expression; guard clause; mathematical formula; builtin function,state variable; behavior change; conditional expression; early return; guard clause; mathematical formula; index-based loop; builtin function,state variable; behavior change; list insertion; conditional expression; nested conditional; flattened conditional; mathematical formula; modulo arithmetic; boundary case handling; default value handling; import reorganization
62,temporary variable; variable renaming; list comprehension; behavior change; builtin function; join/split usage,temporary variable;variable renaming;list comprehension;builtin function;membership test;reversed condition;behavior change,temporary variable; variable renaming; regex usage; list comprehension; behavior change; import reorganization; standard library helper,temporary variable; variable renaming; list comprehension; behavior change; membership test; empty input handling,temporary variable; variable renaming; standard library helper; list comprehension; builtin function; membership test; behavior change
63,temporary variable; literal rewrite; generator expression; slicing; lambda expression; dict comprehension,import reorganization; temporary variable; literal rewrite; builtin function; accumulator dict; nested loop; naming; dictionary lookup,temporary variable; literal rewrite; builtin function; standard library helper; dict comprehension; accumulator dict; loop rewrite; lambda expression; slicing; import reorganization,temporary variable;literal rewrite;builtin function;nested loop;dictionary lookup;in-place mutation;slicing;lambda expression;method chaining,temporary variable; literal rewrite; standard library helper; frequency counting; loop rewrite; slicing; dict comprehension; variable renaming; import reorganization
