task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
16,helper function extraction;builtin function;list comprehension;loop rewrite;nested loop;mathematical formula;behavior change,helper function extraction;builtin function;list comprehension;standard library helper;mathematical formula;type conversion;literal rewrite,helper function extraction; builtin function; list comprehension; behavior change; nested loop; mathematical formula; type conversion; import reorganization,helper function extraction; standard library helper; builtin function; type conversion; loop rewrite; mathematical formula,helper function extraction;list comprehension;builtin function;mathematical formula;loop rewrite;nested conditional;behavior change;type conversion;temporary variable
17,helper function extraction; temporary variable; list conversion; import reorganization; behavior change,list comprehension; mathematical formula; helper function extraction,helper function extraction; mathematical formula; list comprehension,function definition; mathematical formula; for loop; accumulator list,helper function extraction; recursion; recursion with base case; divide and conquer; behavior change; standard library removal
18,function definition; import reorganization; parameter change; conditional logic; boundary case handling; default value handling,function definition;loop rewrite;for loop;linear scan;behavior change;library removal,helper function extraction; algorithmic: binary search; loop rewrite; conditional expression; temporary variable; branch reordering; default value handling,input validation; standard library helper; builtin function; for loop; reversed condition; mathematical formula; sentinel flag; behavior change; helper function extraction,builtin function;slicing;reversed condition;mathematical formula;exception handling;try-except wrapper;behavior change;nested function
19,helper function extraction; loop rewrite; combined condition; flattened conditional; temporary variable; conditional expression; empty input handling,function renaming; standard library helper; itertools usage; generator expression; combined condition; flattened conditional; loop rewrite; membership test removal; algorithmic change; behavior change; empty input handling; literal rewrite,generator expression; mathematical formula; combined condition; flattened conditional; builtin function; conditional expression; temporary variable; function definition; loop rewrite; early return`,function renaming; standard library helper; mathematical formula; generator expression; combined condition; loop rewrite; empty input handling; behavior change,loop rewrite; flattened conditional; combined condition; reversed condition; membership test removal; temporary variable removal; accumulator variable
20,helper function extraction; variable renaming; literal rewrite; import reorganization; behavior change,function definition; temporary variable; builtin function; behavior change; import reorganization,function definition; import reorganization; literal rewrite; behavior change; mathematical formula; conditional statement,function definition; temporary variable; builtin function; behavior change; mathematical formula; conditional expression,function definition; import reorganization; behavior change; mathematical formula; nested conditional; literal rewrite
21,helper function extraction; import reorganization; regex usage; behavior change; conditional expression; builtin function,helper function extraction;import reorganization;guard clause;empty input handling;regex usage;literal rewrite;conditional expression;behavior change,helper function extraction; builtin function; regex usage; boolean simplification; import reorganization,helper function extraction; import reorganization; regex usage; literal rewrite; builtin function; behavior change; type check,helper function extraction; literal rewrite; guard clause; empty input handling; builtin function; flattened conditional; behavior change
22,helper function extraction; flattened conditional; loop rewrite; index-based loop; default value handling,function definition;default value handling;flattened conditional;enumerate loop;index-based loop,function definition;function renaming;parameter renaming;temporary variable;flattened conditional;conditional expression,helper function extraction; defaultdict usage; for loop; index-based loop; zip usage; slicing; conditional expression; nested conditional; type conversion; behavior change,function definition; default value handling; itertools usage
23,function definition; parameter definition; nested function definition; branch reordering,function definition; loop rewrite; state variable; behavior change; bug; accumulator list; conditional expression; branch reordering`,helper function extraction;slicing;type conversion;combined condition,function definition; loop rewrite; for loop; behavior change; slicing; early exit,loop rewrite; index-based loop; builtin function; join/split usage; regex usage; type conversion; accumulator string; algorithmic change
24,helper function extraction; variable renaming; regex usage; literal rewrite; behavior change,regex usage; builtin function; behavior change; string formatting change,regex usage; loop rewrite; behavior change; early return; builtin function,regex usage; pattern change; slicing; string concatenation; builtin function,regex usage; behavior change; helper function extraction; state variable; variable renaming; string formatting change
25,helper function extraction; redundant code removal; behavior change; temporary variable removal; slicing; builtin function,helper function extraction; for loop; nested conditional; builtin function; slicing; import reorganization; behavior change,helper function extraction; temporary variable; in-place mutation; builtin function; slicing; variable renaming; constant renaming,helper function extraction; import reorganization; temporary variable; slicing; in-place mutation; behavior change,helper function extraction; variable renaming; temporary variable; in-place mutation; builtin function; slicing; behavior change
26,helper function extraction; default value handling; import reorganization; variable renaming; slicing; tuple unpacking; behavior change; in-place mutation,function definition; variable renaming; slicing; tuple unpacking; behavior change; literal rewrite; import reorganization,helper function extraction;copy before mutation;builtin function;standard library helper;tensor manipulation;default value handling;variable renaming;import reorganization,helper function extraction; parameter renaming; default value handling; copy before mutation; builtin function; behavior change; dimension reordering,function definition;copy before mutation;in-place mutation;algorithmic change;builtin function;tensor indexing;conditional expression;parameter renaming;default value handling;import reorganization
27,helper function extraction;reversed condition;builtin function;in-place mutation;branch reordering,helper function extraction; reversed condition; builtin function; index-based loop; early return),helper function extraction; reversed condition; flattened conditional; operation reordering; tuple unpacking; temporary variable removal**,helper function extraction;reversed condition;flattened conditional;builtin function;temporary variable removal,helper function extraction;reversed condition;method renaming;builtin function
28,function definition; list conversion; empty input handling; exception handling; behavior change; list comprehension; standard library helper; guard clause,function definition; parameter addition; behavior change; loop rewrite; accumulator variable; exception handling; branch reordering; builtin function; standard library helper,numpy usage; data structure change; empty input handling; exception handling; behavior change; conditional logic`,function definition; parameter addition; behavior change; loop rewrite; accumulator initialization; conditional statement; exception handling; type conversion,behavior change;generator expression;standard library helper;lambda expression;builtin function;exception handling;loop rewrite;helper function extraction
29,helper function inlining;vectorization;early return;conditional expression;mathematical formula;behavior change;type conversion;builtin function;standard library helper;parameter renaming;literal rewrite,helper function inlining; parameter renaming; default value handling; import reorganization; type conversion; early return; guard clause; behavior change; masking; vectorized operation; loop rewrite; flattened conditional,builtin function;type conversion;parameter renaming;default value handling;loop rewrite;index-based loop;behavior change;data structure change;library usage;conditional expression;flattened conditional;,parameter renaming;default value handling;builtin function;for loop;index-based loop;temporary variable;accumulator variable;behavior change;flattened conditional;mathematical formula,helper function inlining; tuple unpacking; mathematical formula; early return; guard clause; slicing; behavior change; input validation; default value handling; builtin function; conditional expression
30,helper function extraction; exception handling; behavior change; loop rewrite; in-place mutation; algorithmic change,function definition;input validation;exception handling;behavior change;zip usage;frequency counting;loop rewrite,function definition; input validation; exception handling; behavior change; list comprehension; builtin function; frequency counting; mathematical formula; boolean logic,function definition; exception handling; behavior change; zip usage; for loop; in-place mutation; algorithmic change,helper function extraction; exception handling; standard library helper; algorithmic change; temporary variable removal; behavior change
31,function definition; variable renaming; flattened conditional; builtin function; slicing; generator expression; list comprehension; mathematical formula; behavior change; nested function; import reorganization,helper function extraction;builtin function;algorithmic replacement;mathematical formula;early return;temporary variable;type conversion,function extraction;variable renaming;flattened conditional;algorithmic change;mathematical formula;builtin function;tensor operation;advanced indexing,function definition;variable renaming;early return;conditional expression;builtin function;list comprehension;slicing;algorithmic change;loop rewrite;import reorganization,function extraction; variable renaming; early return; conditional expression; builtin function; mathematical formula; slicing; loop rewrite; algorithmic change; behavior change
32,helper function extraction;builtin function;conditional expression;argument unpacking;import reorganization,helper function extraction;temporary variable;builtin function;behavior change;slicing;list conversion;import reorganization,helper function extraction; import reorganization; builtin function; mathematical formula; conditional expression; flattened conditional; slicing,helper function extraction; recursion; builtin function; conditional expression; branch reordering; import reorganization,helper function extraction;import reorganization;itertools usage;mathematical formula;list conversion;slicing;builtin function;flattened conditional;behavior change
33,helper function extraction; reversed condition; builtin function; temporary variable; branch reordering,builtin function;loop rewrite;index-based loop;in-place mutation;helper function extraction,helper function extraction; loop rewrite; mathematical formula; behavior change,function definition;boolean logic simplification;mask inversion;builtin function;tensor operation replacement,function extraction; builtin function; algorithmic simplification; in-place mutation
34,helper function extraction;input validation;behavior change;algorithmic change;temporary variable;loop rewrite;index-based loop;flattened conditional,helper function extraction; input validation; for loop; slicing; builtin function; copy before mutation,helper function extraction;input validation;type conversion;loop rewrite;accumulator array;mathematical formula;slicing;builtin function;temporary variable,helper function extraction; input validation; type conversion; temporary variable; accumulator array; for loop; slicing; mathematical formula; builtin function; tuple unpacking,helper function extraction; input validation; default value handling; loop rewrite; temporary variable; slicing; builtin function; type conversion
35,accumulator dict; variable renaming; in-place mutation,recursion; stack-based; loop rewrite; accumulator dict; nested function definition,accumulator list; accumulator dict; list conversion; recursion; dictionary lookup,helper function extraction;accumulator list;accumulator dict;type conversion;default value handling;f-string;conditional expression,recursion;loop rewrite;queue-based;standard library helper;accumulator list;accumulator dict;import reorganization
36,helper function extraction;behavior change;mathematical formula;import reorganization,function definition; standard library helper; behavior change; algorithmic change,loop rewrite; prefix/suffix computation; builtin function; slicing; behavior change; helper function extraction,standard library helper; loop rewrite; boundary case handling; helper function extraction; import reorganization,function definition; import reorganization; behavior change
37,helper function extraction; parameter introduction; type conversion; variable renaming; import reorganization,function definition;import reorganization;variable renaming;mathematical formula;builtin function;tuple unpacking,helper function extraction; variable renaming; builtin function; mathematical formula; literal rewrite; import reorganization,function definition; parameter renaming; mathematical formula; builtin function; temporary variable; algorithmic change; behavior change,helper function extraction; mathematical formula; standard library helper; builtin function; slicing; variable renaming; parameter renaming; import reorganization
38,helper function extraction;builtin function;combined condition;temporary variable;behavior change,helper function extraction; loop rewrite; accumulator list; builtin function; behavior change; type check; variable renaming,helper function extraction;map/filter usage;lambda expression;builtin function;combined condition;behavior change,helper function extraction;accumulator set;loop rewrite;builtin function;sorting-based approach;type check,function definition; helper function extraction; map/filter usage; combined condition; string formatting change; behavior change
39,function definition;parameter renaming;default value handling;type conversion;regex usage;lambda expression;conditional expression;behavior change;string formatting change,function extraction; parameterization; default value handling; type hinting; library change; tree traversal; in-place mutation; membership test; list conversion,helper function extraction; default value handling; type check; import reorganization; loop rewrite; regex usage; join/split usage; behavior change; lambda expression; conditional expression; f-string; membership test,function definition; parameter renaming; default value handling; type conversion; lambda expression; any/all usage; regex usage; f-string; behavior change,function extraction;nested class;standard library helper;state-based parsing;accumulator list;list comprehension;f-string;join/split usage;type hints;default value handling
40,helper function extraction; variable renaming; import reorganization; behavior change; loop rewrite; builtin function; standard library helper; type conversion,helper function extraction; function renaming; variable renaming; import reorganization; type conversion; while loop; sentinel flag; slicing; list comprehension; builtin function; empty input handling; boundary case handling,helper function extraction; variable renaming; import reorganization; literal rewrite; list comprehension; behavior change; generator expression; builtin function; membership test,helper function extraction; type conversion; variable renaming; list comprehension; loop rewrite; early return; sentinel flag; behavior change; import reorganization,helper function extraction;type check;import reorganization;list comprehension;behavior change;generator expression;mathematical formula;string formatting change;builtin function;slicing
41,helper function extraction; function renaming; variable renaming; state variable; behavior change; literal rewrite; flattened conditional; branch reordering; empty input handling; boundary case handling; error suppression removal; string formatting,behavior change; loop rewrite; index-based loop; builtin function; combined condition; boundary case handling; error suppression; function renaming; literal rewrite,helper function extraction; function renaming; variable renaming; accumulator list; accumulator string; temporary variable; loop rewrite; conditional expression; string formatting change; behavior change; empty input handling; boundary case handling,function definition; variable renaming; enumerate loop; conditional expression; behavior change; in-place mutation; list comprehension; string formatting change,function definition;behavior change;algorithmic change;list comprehension;two pointer;split/join usage;variable renaming
42,helper function extraction;variable renaming;builtin function;mathematical formula;behavior change,helper function extraction;variable renaming;conditional expression;branch reordering;mathematical formula;type conversion,helper function extraction;function renaming;variable renaming;behavior change;type conversion;integer division;literal rewrite,helper function extraction; variable renaming; algorithmic; conditional expression; integer division; import reorganization,helper function extraction;variable renaming;parameter renaming;import reorganization;temporary variable;in-place mutation;type conversion;boundary case handling
43,helper function extraction;flattened conditional;exception handling;behavior change;input validation,function definition; flattened conditional; exception handling; behavior change; method renaming; string formatting change,helper function extraction; import reorganization; exception handling; try-except wrapper; behavior change; flattened conditional,function definition; behavior change; flattened conditional; exception handling; string formatting change,function definition; behavior change; flattened conditional; exception handling; literal rewrite
44,helper function extraction; slicing; builtin function; type conversion; behavior change,helper function extraction;slicing;in-place mutation;builtin function;type conversion,helper function extraction; builtin function; temporary variable,function extraction; loop rewrite; zip usage; accumulator list; list conversion; slicing; behavior change,helper function extraction; nested conditional; standard library helper; itertools usage; map/filter usage; itemgetter usage; zip usage; list conversion; type conversion; behavior change
45,helper function extraction; import reorganization; behavior change; slicing; default value handling,function extraction; sentinel flag; combined condition; builtin function; in-place mutation; behavior change; algorithmic change`,helper function extraction; parameter renaming; literal rewrite; behavior change; builtin function; tuple unpacking; conditional expression; type conversion; sentinel flag,helper function extraction; parameter renaming; default value handling; builtin function; behavior change; branch reordering; import reorganization,helper function extraction; sentinel flag; builtin function; behavior change; loop rewrite; mathematical formula
46,helper function extraction; function renaming; parameter renaming; type conversion; input validation; behavior change; mathematical formula; builtin function; import reorganization,helper function extraction; parameter renaming; type conversion; import reorganization; builtin function; exception handling; string formatting change; mathematical formula; conditional expression; empty input handling; behavior change,function definition;parameter type hints;return type hints;import reorganization;behavior change;empty input handling;exception handling;literal rewrite;variable renaming;builtin function;numpy usage;mathematical formula,function renaming; parameter renaming; type conversion; import reorganization; exception handling; string formatting change; builtin function; mathematical formula; conditional expression,function definition;type annotation;behavior change;exception handling;early return removal;vectorization to loop;accumulator array;explicit zero handling;keepdims usage
47,helper function extraction; variable renaming; list conversion; guard clause; loop rewrite; index-based loop; temporary variable; boolean flag; behavior change,function extraction; helper function extraction; loop rewrite; index-based loop; set conversion; behavior change,algorithmic change; disjoint set union; helper function extraction; data structure change; accumulator dict; list comprehension; function definition; variable renaming,helper function extraction; recursion; graph traversal; list comprehension; dictionary lookup; set conversion; temporary variable; behavior change,function definition; behavior change; index-based loop; for loop; while loop; membership test; temporary variable; accumulator list; early return
48,behavior change; helper function extraction; function renaming; parameter renaming; mathematical formula; builtin function; index-based loop; temporary variable; sentinel flag,behavior change; mathematical formula; loop rewrite; builtin function; lambda expression; function definition,function extraction; behavior change; variable renaming; simplified condition,builtin function;lambda expression;sort key;behavior change,algorithmic change; mathematical formula; loop rewrite; builtin function; lambda expression; sort key; standard library helper; function renaming
49,function definition; builtin function; slicing; equivalent condition,function definition; variable renaming; builtin function; conditional expression; flattened conditional; behavior change**,helper function extraction; builtin function; slicing; conditional expression; behavior change,helper function extraction; variable renaming; builtin function; literal rewrite; method renaming,helper function extraction;mathematical formula;flattened conditional;temporary variable removal;builtin function;slicing
50,function definition; parameter renaming; type conversion; literal rewrite; variable renaming; early return; slicing,helper function extraction; tuple unpacking; slicing; mathematical formula; type conversion; variable renaming,helper function extraction; type conversion; slicing; boundary case handling; explicit indexing,function extraction;type hinting;explicit indexing;mathematical formula;behavior change;slicing;temporary variable;builtin function,function extraction;type annotation;slicing;builtin function;behavior change
51,helper function extraction;behavior change,function extraction;helper function extraction;literal rewrite;behavior change,helper function extraction;temporary variable;behavior change;function renaming,helper function extraction;function renaming;nested function;literal rewrite;behavior change,helper function extraction; behavior change; literal rewrite; tuple unpacking
52,helper function extraction; variable renaming; input validation; guard clause; exception handling; mathematical formula; literal rewrite,helper function extraction; variable renaming; input validation; guard clause; temporary variable; method chaining,helper function extraction; parameter renaming; input validation; guard clause; exception handling; behavior change; mathematical formula; builtin function,helper function extraction;parameter renaming;input validation;guard clause;exception handling;temporary variable;builtin function;literal rewrite,helper function extraction;variable renaming;input validation;guard clause;mathematical formula;behavior change
53,function definition; import reorganization; regex usage; generalization; specific to general; pattern consolidation,function definition;data structure change;loop rewrite;regex usage;generalization,function definition;regex usage;code consolidation;behavior change,helper function extraction;regex usage;dictionary lookup;for loop;behavior change;string formatting change;builtin function,function definition; regex usage; string formatting change; split usage; temporary variable; accumulator list; for loop; combined condition; behavior change; join/split usage
54,helper function extraction;variable renaming;type conversion;behavior change;mathematical formula,helper function extraction;variable renaming;type conversion;mathematical formula;behavior change,helper function extraction;variable renaming;mathematical formula;behavior change,helper function extraction; variable renaming; mathematical formula; behavior change; temporary variable; accumulator list; builtin function,helper function extraction;behavior change;type conversion;literal rewrite;variable renaming
55,helper function extraction;builtin function;copy before mutation;behavior change,helper function extraction; in-place mutation; builtin function; type conversion; behavior change,helper function extraction;variable renaming;behavior change;builtin function;temporary variable;literal rewrite,helper function extraction; variable renaming; type conversion; dimension expansion; copy before mutation; standard library helper; mathematical formula,helper function extraction;builtin function;type conversion;dimension manipulation
56,helper function extraction;builtin function;numpy usage;torch usage;data structure change;algorithmic change;simplified logic;removed random sampling;uniform distortion;removed batch loop,helper function extraction;behavior change;algorithmic simplification;randomization change;loop rewrite;nested loop;accumulator tensor,algorithmic change;simplified calculation;direct coordinate perturbation;batch processing simplification;loop removal;temporary variable removal;builtin function;tensor operations,helper function extraction;algorithmic change;random noise;direct grid generation;tensor operations;broadcasting;simplified logic,helper function extraction;builtin function;tensor operation;simplified logic;random number generation;broadcasting;dimension manipulation
57,helper function extraction; standard library helper; regex usage; behavior change; type conversion; import reorganization,helper function extraction;loop rewrite;generator expression;join/split usage;conditional expression;membership test;behavior change,function definition; type hint; variable renaming; loop rewrite; accumulator string; membership test; string concatenation; behavior change,helper function extraction;standard library helper;generator expression;join/split usage;type conversion;membership test,helper function extraction;generator expression;join/split usage;conditional expression;builtin function;behavior change
58,helper function extraction; mathematical formula; temporary variable; tuple unpacking,helper function extraction;behavior change;temporary variable,helper function extraction;temporary variable;mathematical formula;builtin function;behavior change,helper function extraction;conditional logic change;type conversion;mathematical formula;tuple unpacking,helper function extraction; behavior change; builtin function
59,function extraction; behavior change; temporary variable; for loop; in-place mutation,function extraction;loop rewrite;for loop;nested loop;temporary variable;in-place mutation;behavior change;algorithmic change;import reorganization,helper function extraction; behavior change; algorithmic change; mathematical formula; for loop; in-place mutation; temporary variable; early return removal,helper function extraction; import reorganization; tuple unpacking; temporary variable; in-place mutation; algorithmic change; behavior change,helper function extraction; behavior change; algorithmic change; for loop; temporary variable; in-place mutation; import reorganization
60,helper function extraction; import reorganization; nested conditional; conditional expression; mathematical formula; branch reordering; type conversion,function definition;import reorganization;builtin function;temporary variable;conditional expression;branch reordering;literal rewrite,helper function extraction;builtin function;literal rewrite;behavior change;algorithmic change;standard library helper;conditional expression;nested conditional,behavior change;builtin function;nested function;import reorganization;flattened conditional;type conversion,function extraction;import reorganization;type conversion;behavior change;algorithmic change;conditional expression;nested conditional
61,helper function extraction; mathematical formula; behavior change; type conversion,helper function extraction; behavior change; branch reordering; type conversion; parameter renaming,helper function extraction; builtin function replacement; mathematical formula; type conversion; conditional expression; temporary variable,helper function extraction; algorithmic change; conditional expression; branch reordering; type conversion; builtin function; temporary variable; nested conditional; function definition`,function definition;import reorganization;class definition;custom implementation;behavior change;branch reordering;type conversion`
62,helper function extraction; behavior change; error suppression; list comprehension; zip usage; set conversion; temporary variable; list conversion; type conversion; input validation; default value handling; exception handling; for,function extraction; list comprehension; generator expression; map/filter usage; lambda expression; set conversion; tuple unpacking; zip usage; builtin function; temporary variable; state variable; loop rewrite;,helper function extraction; list comprehension; list conversion; for loop; enumerate loop; zip usage; tuple unpacking; combined condition; exception handling; in-place mutation; accumulator list; copy before mutation,helper function extraction;list comprehension;zip usage;set conversion;max/min usage;loop rewrite;conditional expression;error suppression;behavior change;input validation;type conversion,helper function extraction; list comprehension; generator expression; map/filter usage; lambda expression; set conversion; list conversion; tuple unpacking; temporary variable; conditional expression; input validation; empty input handling; boundary
63,helper function extraction;slicing;tuple unpacking;builtin function;temporary variable;mathematical formula;import reorganization;behavior change,helper function extraction;slicing;builtin function;flattened conditional;literal rewrite,helper function extraction;slicing;builtin function;tensor manipulation,helper function extraction;slicing;builtin function;tensor manipulation;flattened conditional,helper function extraction; builtin function; behavior change
64,helper function extraction; mathematical formula; slicing; behavior change; tuple unpacking`,function definition; for loop; slicing; accumulator list; list comprehension; behavior change,function extraction; import reorganization; loop rewrite; slicing; accumulator list; builtin function; behavior change,helper function extraction; standard library helper; slicing; variable renaming; behavior change,helper function extraction; list comprehension; builtin function; behavior change; type conversion
65,function definition;parameter renaming;nested loop;builtin function;accumulator dict;recursion;combined condition,nested function; default value handling; copy before mutation; loop rewrite; sequential merge; helper function extraction; dictionary lookup; builtin function; conditional expression; type check; membership test; behavior change,helper function extraction; functools reduce; builtin function; copy before mutation; temporary variable; variable renaming; parameter renaming; default value handling,parameter renaming; helper function extraction; reversed condition; branch reordering; temporary variable; dictionary lookup; recursion; accumulator dict,helper function extraction; standard library helper; functools reduce; guard clause; empty input handling; set conversion; set union; dictionary lookup; builtin function; recursion; conditional expression; default value handling; accumulator
66,helper function extraction; temporary variable; import reorganization,helper function extraction; temporary variable; standard library helper,helper function extraction; import reorganization; mathematical formula,helper function extraction; standard library helper; mathematical formula; import reorganization; literal rewrite,helper function extraction; import reorganization; builtin function
67,helper function extraction; mathematical formula; literal rewrite,helper function extraction; literal rewrite,function definition; constant definition; mathematical formula; conditional statement,helper function extraction; standard library helper; type conversion; behavior change,function definition; constant definition; loop rewrite; bitwise operations; modulo arithmetic; algorithmic change
68,helper function extraction; for loop; early return; linear scan; library removal,function definition; guard clause; boundary case handling; behavior change; explicit parameter; conditional expression,function definition; parameter renaming; helper function extraction; recursion; recursion with base case; binary search; nested conditional; early return; behavior change,function definition; helper function extraction; binary search; while loop; temporary variable; mathematical formula; conditional statement; combined condition; boundary case handling; early return; behavior change,builtin function; standard library helper; helper function extraction; conditional expression; branch reordering; default value handling; input validation; type conversion
69,helper function extraction; parameter renaming; standard library helper; import reorganization; literal rewrite,helper function extraction; temporary variable; literal rewrite; import reorganization,helper function extraction; temporary variable; standard library helper; literal rewrite,helper function extraction; standard library helper; temporary variable; literal rewrite,helper function extraction; standard library helper; temporary variable; literal rewrite
70,helper function extraction; import reorganization; literal rewrite,helper function extraction; builtin function; library change; mathematical formula; behavior change,helper function extraction; import reorganization; builtin function; mathematical formula,helper function extraction; mathematical formula; standard library helper; builtin function,mathematical formula; helper function extraction; builtin function
71,function definition;import reorganization;algorithmic change;loop rewrite;accumulator list;variable renaming,function definition;import reorganization;mathematical formula;behavior change;temporary variable removal,function definition;helper function extraction;import reorganization;mathematical formula;behavior change;range change,function definition; import reorganization; loop rewrite; accumulator list; state variable; in-place mutation; mathematical formula; behavior change,function definition;nested function;import reorganization;loop rewrite;generator expression;behavior change;algorithmic optimization
