task_id,base_code_label,variant_1_label,variant_1_probability,variant_2_label,variant_2_probability,variant_3_label,variant_3_probability,variant_4_label,variant_4_probability,variant_5_label,variant_5_probability
RWPB/41,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/75,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/24,original,unknown,0.34,unknown,0.22,unknown,0.18,unknown,0.15,unknown,0.11
RWPB/86,original,unknown,0.3,unknown,0.2,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/128,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/108,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/55,original,unknown,0.32,unknown,0.25,unknown,0.18,unknown,0.15,unknown,0.1
RWPB/92,original,unknown,0.32,unknown,0.2,unknown,0.18,unknown,0.18,unknown,0.12
RWPB/61,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/30,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.18,unknown,0.14
RWPB/20,original,unknown,0.3,unknown,0.2,unknown,0.2,unknown,0.1,unknown,0.2
RWPB/71,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/82,original,unknown,0.33,unknown,0.25,unknown,0.18,unknown,0.14,unknown,0.1
RWPB/45,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/14,original,unknown,0.35,unknown,0.25,unknown,0.18,unknown,0.12,unknown,0.1
RWPB/118,original,unknown,0.3,unknown,0.22,unknown,0.2,unknown,0.16,unknown,0.12
RWPB/6,original,unknown,0.28,unknown,0.18,unknown,0.2,unknown,0.17,unknown,0.17
RWPB/99,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/137,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/103,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/113,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/127,original,unknown,0.3,unknown,0.22,unknown,0.18,unknown,0.18,unknown,0.12
RWPB/89,original,unknown,0.3,unknown,0.2,unknown,0.2,unknown,0.15,unknown,0.15
RWPB/2,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/107,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/133,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/123,original,unknown,0.35,unknown,0.2,unknown,0.18,unknown,0.15,unknown,0.12
RWPB/117,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/3,original,unknown,0.35,unknown,0.25,unknown,0.12,unknown,0.13,unknown,0.15
RWPB/106,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/132,original,unknown,0.28,unknown,0.25,unknown,0.18,unknown,0.17,unknown,0.12
RWPB/122,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/116,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/7,original,unknown,0.26,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.14
RWPB/98,original,unknown,0.4,unknown,0.2,unknown,0.15,unknown,0.1,unknown,0.15
RWPB/136,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/102,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/112,original,unknown,0.35,unknown,0.25,unknown,0.18,unknown,0.12,unknown,0.1
RWPB/126,original,unknown,0.26,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.14
RWPB/88,original,unknown,0.28,unknown,0.24,unknown,0.2,unknown,0.16,unknown,0.12
RWPB/58,original,unknown,0.32,unknown,0.22,unknown,0.18,unknown,0.15,unknown,0.13
RWPB/105,original,unknown,0.35,unknown,0.25,unknown,0.2,unknown,0.12,unknown,0.08
RWPB/131,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/121,original,unknown,0.28,unknown,0.24,unknown,0.18,unknown,0.2,unknown,0.1
RWPB/115,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/48,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.2,unknown,0.12
RWPB/19,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.18,unknown,0.14
RWPB/4,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/39,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/68,original,unknown,0.45,unknown,0.25,unknown,0.12,unknown,0.1,unknown,0.08
RWPB/135,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/101,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/111,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.2,unknown,0.12
RWPB/140,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/125,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/78,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/29,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/5,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/38,original,unknown,0.22,unknown,0.2,unknown,0.28,unknown,0.18,unknown,0.12
RWPB/69,original,unknown,0.35,unknown,0.2,unknown,0.15,unknown,0.2,unknown,0.1
RWPB/134,original,unknown,0.25,unknown,0.2,unknown,0.2,unknown,0.2,unknown,0.15
RWPB/100,original,unknown,0.35,unknown,0.25,unknown,0.2,unknown,0.12,unknown,0.08
RWPB/110,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/124,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.15,unknown,0.15
RWPB/79,original,unknown,0.3,unknown,0.2,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/28,original,unknown,0.3,unknown,0.25,unknown,0.18,unknown,0.15,unknown,0.12
RWPB/1,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/59,original,unknown,0.35,unknown,0.25,unknown,0.18,unknown,0.12,unknown,0.1
RWPB/104,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/130,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.2,unknown,0.12
RWPB/120,original,unknown,0.28,unknown,0.2,unknown,0.18,unknown,0.22,unknown,0.12
RWPB/114,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.18,unknown,0.14
RWPB/49,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/18,original,unknown,0.4,unknown,0.25,unknown,0.15,unknown,0.12,unknown,0.08
RWPB/66,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/37,original,unknown,0.3,unknown,0.22,unknown,0.18,unknown,0.16,unknown,0.14
RWPB/95,original,unknown,0.3,unknown,0.2,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/52,original,unknown,0.3,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.13
RWPB/42,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.15,unknown,0.15
RWPB/13,original,unknown,0.3,unknown,0.2,unknown,0.15,unknown,0.2,unknown,0.15
RWPB/85,original,unknown,0.3,unknown,0.25,unknown,0.15,unknown,0.2,unknown,0.1
RWPB/27,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/76,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.15
RWPB/56,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/33,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/62,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/91,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/81,original,unknown,0.32,unknown,0.22,unknown,0.18,unknown,0.16,unknown,0.12
RWPB/72,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/23,original,unknown,0.35,unknown,0.25,unknown,0.2,unknown,0.12,unknown,0.08
RWPB/17,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/46,original,unknown,0.35,unknown,0.2,unknown,0.15,unknown,0.18,unknown,0.12
RWPB/57,original,unknown,0.25,unknown,0.2,unknown,0.18,unknown,0.22,unknown,0.15
RWPB/32,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/63,original,unknown,0.32,unknown,0.25,unknown,0.18,unknown,0.15,unknown,0.1
RWPB/90,original,unknown,0.32,unknown,0.25,unknown,0.2,unknown,0.13,unknown,0.1
RWPB/80,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/73,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/22,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.1,unknown,0.15
RWPB/16,original,unknown,0.34,unknown,0.26,unknown,0.18,unknown,0.14,unknown,0.08
RWPB/47,original,unknown,0.35,unknown,0.25,unknown,0.18,unknown,0.12,unknown,0.1
RWPB/67,original,unknown,0.35,unknown,0.25,unknown,0.15,unknown,0.15,unknown,0.1
RWPB/36,original,unknown,0.28,unknown,0.22,unknown,0.2,unknown,0.18,unknown,0.12
RWPB/94,original,unknown,0.3,unknown,0.25,unknown,0.2,unknown,0.15,unknown,0.1
RWPB/53,original,unknown,0.32,unknown,0.22,unknown,0.18,unknown,0.15,unknown,0.13
RWPB/43,original,unknown,0.35,unknown,0.25,unknown,0.2,unknown,0.12,unknown,0.08
RWPB/12,original,unknown,0.28,unknown,0.22,unknown,0.18,unknown,0.2,unknown,0.12
RWPB/84,original,unknown,0.32,unknown,0.25,unknown,0.18,unknown,0.15,unknown,0.1
RWPB/26,original,unknown,0.3,unknown,0.22,unknown,0.18,unknown,0.17,unknown,0.13
RWPB/77,original,unknown,0.4,unknown,0.2,unknown,0.15,unknown,0.1,unknown,0.15
