task_id,base_code_label,variant_1_label,variant_1_probability,variant_2_label,variant_2_probability,variant_3_label,variant_3_probability,variant_4_label,variant_4_probability,variant_5_label,variant_5_probability
64,original,input validation; type check; guard clause; type conversion; temporary variable; builtin function; boundary case handling; empty input handling,0.3,guard clause;early return;conditional expression;while loop;for loop;accumulator list;temporary variable;membership test;join/split usage;builtin function;input validation;empty input handling;type conversion;boundary case handling;exception handling;manual base conversion,0.25,recursion; helper function extraction; guard clause; early return; tuple unpacking; accumulator string; temporary variable; membership test; builtin function; input validation; empty input handling; type conversion; positional digit evaluation,0.2,guard clause; early return; conditional expression; temporary variable; builtin function; input validation; boundary case handling; type conversion; behavior change,0.15,manual base conversion; input validation; type check; type conversion; empty input handling; guard clause; exception handling; for loop; while loop; accumulator list; temporary variable; join/split usage; membership test; formatting only,0.1
65,original,variable renaming;guard clause;try-except wrapper;while loop;enumerate loop;accumulator list;generator expression;join/split usage;standard library helper;input validation;empty input handling;type conversion;boundary case handling;behavior change;flattened conditional,0.28,guard clause; loop rewrite; helper function extraction; accumulator list; tuple unpacking; generator expression; join/split usage; string formatting change; input validation; type conversion; boundary case handling,0.22,helper function extraction;guard clause;type check;type conversion;boundary case handling;behavior change;accumulator list;list comprehension;generator expression;tuple unpacking;slicing;join/split usage;conditional expression,0.2,helper function extraction;loop rewrite;while loop;accumulator list;generator expression;join/split usage;try-except wrapper;error suppression;type conversion;input validation;boundary case handling;behavior change;temporary variable;guard clause,0.18,guard clause; early return; helper function extraction; list comprehension; generator expression; accumulator list; tuple unpacking; join/split usage; input validation; type conversion; empty input handling; boundary case handling,0.12
66,original,helper function extraction; loop rewrite; regex usage; guard clause; try-except wrapper; error suppression; input validation; boundary case handling; type check,0.28,variable renaming; guard clause; flattened conditional; try-except wrapper; temporary variable; input validation; boundary case handling; type check; two pointer; brute force; behavior change,0.22,import reorganization; regex usage; loop rewrite; for loop; flattened conditional; accumulator list; slicing; any/all usage; generator expression; exception handling; behavior change; input validation; early return; boundary case handling; membership test; type check; literal rewrite; formatting only,0.18,regex usage; loop rewrite; helper function extraction; state variable; input validation; boundary case handling; type check; exception handling; behavior change; branch reordering,0.2,regex usage;loop rewrite;early return;helper function extraction;exception handling;membership test;type check;input validation;behavior change;import reorganization,0.12
67,original,variable renaming;guard clause;in-place mutation;temporary variable;dictionary lookup;default value handling;input validation;empty input handling;type conversion;behavior change;accumulator list,0.3,variable renaming;accumulator dict;enumerate usage;guard clause;in-place mutation;tuple unpacking;membership test;input validation;type conversion;default value handling;frequency counting;empty input handling,0.25,standard library helper; accumulator dict; helper function extraction; guard clause; any/all usage; input validation; type conversion; default value handling; variable renaming; state variable; behavior change,0.2,variable renaming; helper function extraction; guard clause; flattened conditional; in-place mutation; dictionary lookup; input validation; default value handling; frequency counting,0.15,helper function extraction;accumulator dict;dictionary lookup;guard clause;early return;membership test;frequency counting;input validation;default value handling;type conversion;behavior change,0.1
68,original,variable renaming; list conversion; copy before mutation; type conversion; input validation; try-except wrapper; boundary case handling; default value handling; behavior change; helper function extraction,0.3,list conversion; type conversion; accumulator list; list comprehension; copy before mutation; try-except wrapper; default value handling; input validation; boundary case handling; behavior change; membership test; string formatting change,0.25,helper function extraction;tuple unpacking;itertools usage;list conversion;type conversion;default value handling;input validation;try-except wrapper;guard clause;empty input handling;list comprehension;behavior change,0.2,variable renaming;loop rewrite;try-except wrapper;guard clause;early return;list conversion;accumulator list;temporary variable;regex usage;membership test;brute force;helper function extraction;input validation;type conversion;empty input handling;default value handling,0.15,variable renaming; try-except wrapper; guard clause; early return; loop rewrite; accumulator list; list conversion; temporary variable; membership test; input validation; type conversion; default value handling; empty input handling; error suppression; behavior change,0.1
69,original,variable renaming;method renaming;class renaming;list comprehension;accumulator list;accumulator string;temporary variable;try-except wrapper;exception handling;nested conditional;lambda expression;join/split usage;boundary case handling;empty input handling;error suppression;default value handling,0.28,class renaming; method renaming; variable renaming; early return; try-except wrapper; nested conditional; accumulator list; temporary variable; list comprehension; zip usage; join/split usage; membership test; error suppression; boundary case handling,0.22,loop rewrite; split condition; exception handling; error suppression; accumulator list; temporary variable; state variable; membership test; boundary case handling,0.18,variable renaming; loop rewrite; try-except wrapper; nested conditional; accumulator list; join/split usage; lambda expression; method renaming; class renaming; error suppression; boundary case handling,0.18,variable renaming;try-except wrapper;guard clause;branch reordering;accumulator list;join/split usage;error suppression;boundary case handling;behavior change,0.14
70,original,try-except wrapper; type conversion; regex usage; membership test; set conversion; input validation; empty input handling; boundary case handling; temporary variable; behavior change,0.28,variable renaming;state variable;temporary variable;helper function inlining;combined condition;try-except wrapper;membership test;input validation;empty input handling;type conversion;error suppression,0.22,input validation; type check; type conversion; try-except wrapper; empty input handling; default value handling; regex usage; membership test,0.18,guard clause;conditional expression;regex usage;type conversion;string formatting change;temporary variable;input validation;empty input handling;behavior change,0.17,dictionary lookup; for loop; try-except wrapper; type conversion; default value handling; error suppression; empty input handling; temporary variable,0.15
71,original,enumerate loop; set conversion; membership test; any/all usage; early return; guard clause; input validation; boundary case handling; tuple unpacking; list conversion; in-place mutation; dictionary lookup; state variable; flattened conditional,0.28,early return;guard clause;flattened conditional;set conversion;list comprehension;generator expression;any/all usage;dictionary lookup;helper function extraction;tuple unpacking;membership test;list conversion;in-place mutation;input validation;boundary case handling;empty input handling,0.22,set conversion;any/all usage;membership test;guard clause;early return;flattened conditional;enumerate loop;tuple unpacking;dictionary lookup;boundary case handling;empty input handling;behavior change,0.2,set conversion;dict comprehension;any/all usage;early return;guard clause;boundary case handling;empty input handling;in-place mutation;enumerate loop;temporary variable,0.18,guard clause; flattened conditional; set conversion; list conversion; tuple unpacking; state variable; any/all usage; dictionary lookup; membership test; in-place mutation; boundary case handling,0.12
72,original,try-except wrapper; input validation; error suppression; list comprehension; temporary variable; in-place mutation; regex usage; for loop,0.25,helper function extraction;state variable;dictionary lookup;membership test;list comprehension;in-place mutation;for loop;try-except wrapper;type check;empty input handling;error suppression;behavior change;regex usage,0.2,try-except wrapper; type check; accumulator list; for loop; in-place mutation; temporary variable; f-string; standard library helper; error suppression; behavior change; boundary case handling,0.18,type check; try-except wrapper; guard clause; combined condition; list comprehension; index-based loop; in-place mutation; accumulator set; accumulator list; regex usage; error suppression,0.22,helper function extraction;regex usage;try-except wrapper;error suppression;guard clause;empty input handling;loop rewrite;accumulator list;in-place mutation;index-based loop,0.15
73,original,helper function extraction; state variable; temporary variable; while loop; boundary case handling; behavior change; builtin function,0.28,helper function extraction;recursion with base case;loop rewrite;guard clause;state variable;temporary variable;boundary case handling,0.22,formatting only; state variable; temporary variable; loop rewrite; helper function inlining; early return; boundary case handling; behavior change,0.2,,0.18,,0.12
74,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
75,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
76,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
77,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
78,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
79,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
80,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
81,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
82,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
83,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
84,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
85,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
86,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
87,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
88,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
89,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
90,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
91,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
92,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
93,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
94,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
95,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
96,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
97,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
98,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
99,original,original,0.0,original,0.0,original,0.0,original,0.0,original,0.0
