task_id,base_code_label,variant_1_label,variant_1_probability,variant_2_label,variant_2_probability,variant_3_label,variant_3_probability,variant_4_label,variant_4_probability,variant_5_label,variant_5_probability
78,original,guard clause;regex usage;list comprehension;generator expression;builtin function;loop rewrite;empty input handling,0.28,regex usage; loop rewrite; accumulator list; list comprehension; variable renaming; default value handling; boundary case handling,0.22,variable renaming;guard clause;loop rewrite;list comprehension;accumulator list;temporary variable;regex usage;empty input handling;string formatting change,0.18,guard clause;loop rewrite;while loop;accumulator list;temporary variable;variable renaming;generator expression;membership test;join/split usage;regex usage,0.2,loop rewrite;regex usage;list comprehension;generator expression;accumulator list;empty input handling;default value handling;guard clause;behavior change,0.12
79,original,helper function extraction; early return; generator expression; accumulator list; tuple unpacking; join/split usage; type conversion; input validation,0.28,import reorganization; standard library helper; variable renaming; helper function extraction; guard clause; accumulator list; tuple unpacking; generator expression; join/split usage; type conversion; input validation; boundary case handling; behavior change,0.22,variable renaming;helper function extraction;nested conditional;generator expression;tuple unpacking;dictionary lookup;type conversion;value sanitization,0.18,helper function extraction;regex usage;generator expression;split condition;input validation;type check;type conversion;literal rewrite;string formatting change;join/split usage,0.2,variable renaming; helper function extraction; nested conditional; conditional expression; loop rewrite; generator expression; accumulator list; list conversion; temporary variable; type conversion; boundary case handling,0.12
80,original,helper function extraction;guard clause;input validation;type check;type conversion;list comprehension;generator expression;temporary variable;string formatting change,0.28,helper function extraction;guard clause;input validation;type conversion;combined condition;accumulator list;string formatting change;literal rewrite,0.22,string formatting change;helper function extraction;guard clause;input validation;type conversion;type check;boundary case handling;list comprehension;generator expression;temporary variable,0.18,variable renaming; string formatting change; loop rewrite; for loop; accumulator list; tuple conversion; guard clause; input validation; type check; behavior change,0.2,helper function extraction;guard clause;input validation;empty input handling;type check;type conversion;string formatting change;variable renaming;temporary variable;generator expression;literal rewrite,0.12
81,original,variable renaming;guard clause;loop rewrite;zip usage;standard library helper;temporary variable;empty input handling;input validation;behavior change,0.3,import reorganization; numpy usage; standard library helper; accumulator dict; guard clause; empty input handling; type conversion; vectorized computation; try-except wrapper; behavior change,0.25,standard library helper; try-except wrapper; guard clause; empty input handling; input validation; behavior change; zip usage; list conversion; loop rewrite; variable renaming; combined condition,0.2,guard clause; empty input handling; variable renaming; loop rewrite; zip usage; list comprehension; standard library helper; behavior change,0.15,variable renaming;guard clause;conditional expression;loop rewrite;zip usage;standard library helper;temporary variable;input validation;empty input handling;behavior change,0.1
82,original,dictionary lookup; membership test; guard clause; type conversion; empty input handling; accumulator list; temporary variable; in-place mutation,0.28,import reorganization; standard library helper; accumulator dict; dictionary lookup; list comprehension; in-place mutation; parameter renaming; guard clause; type conversion; behavior change; membership test,0.22,helper function extraction;enumerate loop;index-based loop;list comprehension;temporary variable;copy before mutation;type conversion;boundary case handling,0.2,variable renaming; state variable; loop rewrite; dictionary lookup; standard library helper; list comprehension; tuple unpacking; temporary variable; in-place mutation; type conversion; default value handling,0.18,variable renaming; accumulator dict; standard library helper; list comprehension; dictionary lookup; membership test; guard clause; type conversion; default value handling,0.12
83,original,helper function extraction;list comprehension;standard library helper;literal rewrite;type conversion;behavior change,0.28,parameter renaming;dataclass addition;state variable;context manager support;list comprehension;dictionary lookup;type conversion;standard library helper;literal rewrite,0.22,exception handling; helper function extraction; list comprehension; temporary variable; literal rewrite,0.18,variable renaming;literal rewrite;f-string;context manager usage;behavior change,0.2,input validation; type check; guard clause; helper function extraction; standard library helper; literal rewrite; behavior change,0.12
84,original,import reorganization;map/filter usage;temporary variable;type annotations;boundary case handling,0.32,variable renaming; import reorganization; standard library helper; regex usage; list comprehension; temporary variable; behavior change,0.24,variable renaming; import reorganization; generator expression; accumulator list; temporary variable; guard clause; loop rewrite; standard library helper; type annotations; encoding specification; atomic write,0.18,variable renaming; helper function inlining; in-place mutation; list comprehension; accumulator string; temporary variable; boundary case handling; default value handling,0.16,variable renaming; loop rewrite; accumulator list; temporary variable; try-except wrapper; error suppression; default value handling,0.1
85,original,import reorganization;standard library helper;literal rewrite;loop rewrite;for loop;guard clause;temporary variable;type conversion;boundary case handling;membership test;behavior change,0.3,type conversion; exception handling; flattened conditional; split condition; boundary case handling; input validation; behavior change; brute force,0.25,type conversion; guard clause; conditional expression; helper function extraction; generator expression; loop rewrite; for loop; boundary case handling; behavior change,0.2,import reorganization; standard library helper; builtin function; literal rewrite; type conversion; default value handling; input validation; behavior change; flattened conditional; split condition; early return; loop rewrite; mathematical formula; temporary variable; boundary case handling,0.15,type conversion; input validation; default value handling; behavior change; recursion; loop rewrite; helper function extraction; split condition; flattened conditional; try-except wrapper; temporary variable; in-place mutation; builtin function,0.1
86,original,state variable; guard clause; input validation; any/all usage; generator expression; for loop; temporary variable,0.3,state variable; list comprehension; guard clause; input validation; boundary case handling; set conversion; zip usage; generator expression; any/all usage; temporary variable; loop rewrite; n-by-n generalization,0.2,variable renaming; list conversion; state variable; helper function extraction; exception handling; input validation; behavior change; list comprehension; all usage; loop rewrite; flattened conditional; membership test,0.18,guard clause; input validation; boundary case handling; state variable; list comprehension; generator expression; join/split usage; for loop; temporary variable; brute force,0.17,state variable;list comprehension;literal rewrite;guard clause;early return;for loop;generator expression;dictionary lookup;builtin function;any/all usage;input validation;behavior change,0.15
87,original,state variable; helper function extraction; variable renaming; parameter renaming; try-except wrapper; boundary case handling; import reorganization; type check; behavior change,0.3,variable renaming; parameter renaming; default value handling; standard library helper; string formatting change; boundary case handling,0.25,import reorganization; standard library helper; variable renaming; parameter renaming; default value handling; state variable; for loop; try-except wrapper; early return; input validation; boundary case handling; behavior change; temporary variable; string formatting change; type check,0.2,variable renaming; parameter renaming; import reorganization; try-except wrapper; guard clause; state variable; temporary variable; standard library helper; boundary case handling; mathematical formula,0.15,variable renaming; parameter renaming; import reorganization; state variable; type annotations; standard library helper; boundary case handling; behavior change,0.1
88,original,variable renaming; import reorganization; guard clause; temporary variable; standard library helper; boundary case handling; behavior change,0.28,variable renaming; parameter renaming; guard clause; loop rewrite; for loop; sentinel flag; helper function inlining; temporary variable; builtin function; literal rewrite; boundary case handling,0.22,import reorganization; variable renaming; standard library helper; mathematical formula; loop rewrite; guard clause; boundary case handling; temporary variable,0.2,helper function extraction;loop rewrite;while loop;temporary variable;standard library helper;type conversion;boundary case handling;series recurrence;guard clause,0.18,parameter renaming; variable renaming; recursion with base case; memoization; standard library helper; loop rewrite; helper function inlining; mathematical formula; temporary variable; guard clause; boundary case handling; literal rewrite,0.12
89,original,import reorganization;regex usage;standard library helper;accumulator dict;helper function inlining;exception handling;input validation;boundary case handling;behavior change,0.3,variable renaming; import reorganization; regex usage; standard library helper; generator expression; frequency counting; guard clause; helper function inlining; input validation; boundary case handling; type conversion,0.2,helper function extraction;guard clause;stack-based;standard library helper;list comprehension;import reorganization;input validation;boundary case handling;type conversion,0.18,guard clause;try-except wrapper;helper function extraction;regex usage;standard library helper;f-string;list comprehension;frequency counting;input validation;type conversion;boundary case handling;import reorganization,0.22,import reorganization; guard clause; try-except wrapper; regex usage; standard library helper; frequency counting; generator expression; input validation; loop rewrite,0.1
90,original,standard library helper; import reorganization; state variable; dict comprehension; flattened conditional; conditional expression; guard clause; default value handling,0.35,variable renaming;guard clause;temporary variable;tuple unpacking;join/split usage;prefix/suffix computation;boundary case handling;behavior change;builtin function,0.25,regex usage; state variable; accumulator dict; tuple unpacking; guard clause; flattened conditional; empty input handling,0.15,import reorganization; standard library helper; state variable; helper function extraction; guard clause; conditional expression; accumulator dict; tuple unpacking; behavior change,0.15,helper function extraction;tuple unpacking;guard clause;membership test;join/split usage;accumulator dict;empty input handling;boundary case handling;behavior change,0.1
91,original,variable renaming; loop rewrite; list comprehension; accumulator list; temporary variable,0.35,early return; flattened conditional; temporary variable; standard library helper; type conversion; error suppression; boundary case handling,0.25,variable renaming; import reorganization; regex usage; temporary variable; join/split usage,0.18,loop rewrite; index-based loop; while loop; temporary variable; variable renaming; slicing; join/split usage,0.12,variable renaming;temporary variable;flattened conditional;import reorganization;type annotations,0.1
92,original,guard clause; split condition; temporary variable; literal rewrite; string formatting change; input validation,0.3,variable renaming;helper function extraction;guard clause;standard library helper;literal rewrite;empty input handling;behavior change,0.25,variable renaming; guard clause; helper function extraction; temporary variable; dictionary lookup; standard library helper; behavior change,0.2,variable renaming; helper function extraction; import reorganization; standard library helper; dictionary lookup; type conversion; guard clause; behavior change,0.15,variable renaming;helper function extraction;guard clause;state variable;standard library helper;dictionary lookup;literal rewrite;boundary case handling;behavior change,0.1
93,original,import reorganization; helper function extraction; early return; guard clause; input validation; type conversion; for loop; temporary variable; error suppression,0.3,variable renaming;import reorganization;early return;guard clause;helper function extraction;list comprehension;dict comprehension;zip usage;temporary variable;list conversion;type conversion;input validation;boundary case handling;error suppression,0.25,import reorganization; helper function extraction; early return; guard clause; type conversion; input validation; boundary case handling; loop rewrite; accumulator dict; standard library helper; exception handling,0.2,variable renaming; import reorganization; dict comprehension; guard clause; helper function extraction; type conversion; empty input handling; behavior change,0.15,import reorganization; variable renaming; early return; guard clause; helper function extraction; list comprehension; zip usage; dictionary lookup; list conversion; type conversion; input validation; boundary case handling; temporary variable,0.1
94,original,standard library helper; helper class extraction; variable renaming; string formatting change; guard clause; flattened conditional; dictionary lookup; accumulator list; in-place mutation; behavior change,0.28,variable renaming; helper function extraction; guard clause; reversed condition; dictionary lookup; type conversion; string formatting change; behavior change,0.22,guard clause; generator expression; join/split usage; standard library helper; import reorganization; state variable; type conversion; string formatting change; behavior change,0.18,class extraction; helper function inlining; guard clause; flattened conditional; type conversion; string formatting change; behavior change,0.18,import reorganization; standard library helper; dictionary lookup; variable renaming; helper function inlining; guard clause; any/all usage; generator expression; type conversion; string formatting change; literal rewrite; temporary variable,0.14
95,original,standard library helper; temporary variable; dictionary lookup; guard clause; helper function inlining; in-place mutation; input validation; behavior change,0.35,guard clause; exception handling; input validation; boundary case handling; behavior change; temporary variable; standard library helper,0.2,import reorganization; standard library helper; guard clause; early return; flattened conditional; temporary variable; dictionary lookup; in-place mutation; input validation; boundary case handling; default value handling; behavior change; concurrency control,0.15,guard clause;combined condition;temporary variable;dictionary lookup;copy before mutation;standard library helper;input validation;boundary case handling;behavior change,0.2,import reorganization; itertools usage; state variable; string formatting change; dictionary lookup; temporary variable; guard clause; early return; branch reordering; default value handling; boundary case handling; behavior change,0.1
